0,09045647;0,1922951;0,1970251;0,07696261;0,169669;0,1713294;0,06038852;0,1765109;0,1796385;0,05595224;0,06716223;0,06824173;0,08974946;0,1514375;0,1524039;0,1714815;0,1165965;0,1192402;0,0769287;0,1294445;0,1296707;0,0523328;0,1597015;0,1080735;0,06796034;0,2039641;0,1640928;0,145239;0,2195976;0,122797;0,104906;0,146688;0,08834307;0,0351424;0,09601632;0,1583805;0,04342077;0,06570128;0,1608649;0,04165199;0,157804;0,1134314;0,04615775;0,1539445;0,1385941;0,05929229;0,1697771;0,1213283;0,0271;0,1673541;0,1082409;0,09688972;0,1885429;0,1170601;0,05640268;0,181328;0,1011716;0,07433481;0,2816772;0,1263835;0,0638;0,2345991;0,123481;0,03390129;0,2665284;0,1503211;0,1025918;0,2279179;0,1732365;52,10443939
0,09012444;0,193161;0,1990667;0,07647631;0,1695923;0,1715511;0,05985869;0,1791751;0,1820179;0,05571731;0,06794825;0,06923115;0,08860556;0,1543218;0,1530537;0,1704168;0,116823;0,1196423;0,0768519;0,1310736;0,1288182;0,05308646;0,161518;0,1074485;0,06648146;0,20385;0,1628311;0,1455679;0,2208423;0,1234423;0,1052727;0,1444411;0,08893176;0,03469462;0,0957598;0,1586433;0,04159416;0,06669091;0,1608021;0,04084611;0,1576008;0,1130114;0,04468457;0,1526908;0,1374383;0,05694232;0,1688603;0,1208783;0,0284;0,1677473;0,1083792;0,09818942;0,1874497;0,1180137;0,05797415;0,1798366;0,102232;0,07359611;0,2803768;0,125007;0,0634;0,2336915;0,1228296;0,03214341;0,2662861;0,1474285;0,10021;0,2259438;0,1712525;52,45660
0,08947977;0,1947894;0,1999051;0,07869205;0,1695458;0,1715104;0,0601654;0,1791915;0,1822451;0,05663621;0,06826026;0,0694804;0,08715219;0,1541293;0,1520635;0,1698481;0,1166158;0,1184738;0,07772022;0,1308696;0,1276612;0,05369217;0,1632095;0,1078477;0,06468472;0,2026202;0,1624414;0,1458532;0,2214609;0,1232413;0,1063909;0,144648;0,08998109;0,03595834;0,09529083;0,1596666;0,04403749;0,06628522;0,1611285;0,04177589;0,1590091;0,1123157;0,04532281;0,1513947;0,1355577;0,05789127;0,1680049;0,1222568;0,0286;0,1678759;0,1085876;0,0990762;0,1866025;0,1183013;0,05852029;0,1788267;0,1009904;0,07198499;0,2805456;0,123786;0,0633;0,23239;0,1237605;0,03032387;0,2653137;0,1468482;0,09993932;0,2239922;0,1702125;52,25046
0,08820908;0,1952237;0,1982493;0,07946657;0,1690475;0,1697496;0,0608947;0,1781679;0,1824428;0,05778013;0,06682082;0,06747299;0,08718633;0,1517688;0,1513547;0,1696966;0,1165795;0,1187167;0,0774384;0,1306382;0,1275019;0,05411636;0,1608235;0,1082538;0,06513515;0,2003678;0,1630485;0,1454266;0,2193205;0,1213764;0,1062665;0,1456501;0,0889586;0,03563404;0,09624109;0,15736;0,045005;0,06550648;0,1612178;0,04313612;0,1573355;0,1107465;0,04413434;0,1505197;0,1357176;0,05719349;0,1673531;0,1215586;0,0273;0,1667466;0,1084548;0,0977438;0,1851966;0,1173521;0,05741391;0,1772571;0,09817696;0,0712906;0,2789407;0,1240154;0,0625;0,2291939;0,123064;0,03012463;0,2635495;0,147366;0,09962916;0,222787;0,1697505;51,95465207
0,08637509;0,1945602;0,1974621;0,07757109;0,1703497;0,1692883;0,06042602;0,1792814;0,1831753;0,05725692;0,06565299;0,06627997;0,08562464;0,1491871;0,1501233;0,1677053;0,1165127;0,118887;0,07552002;0,1307223;0,127121;0,05329989;0,1591962;0,1065571;0,06637833;0,1991552;0,1617502;0,1439879;0,2174162;0,1205541;0,1047613;0,1451339;0,08803204;0,03372951;0,09647241;0,1550808;0,04503445;0,06515178;0,1599043;0,04220448;0,1553546;0,1092289;0,04358613;0,1495962;0,1364359;0,05733193;0,1655695;0,1198822;0,0257;0,1661267;0,1067425;0,09569908;0,1835136;0,1151936;0,05547922;0,1744156;0,09533168;0,06934743;0,2770096;0,1239403;0,061;0,2271517;0,1207869;0,02990766;0,262573;0,1462643;0,09841537;0,2226101;0,1691566;51,83305931
0,08658499;0,1942233;0,1997685;0,07727282;0,1712315;0,1721645;0,05955296;0,1807598;0,1846819;0,05657925;0,06589667;0,06696944;0,08504138;0,1467749;0,1476631;0,1659476;0,1140827;0,1158466;0,07392054;0,1271728;0,1253283;0,05214349;0,1597332;0,1065184;0,06495718;0,1987196;0,1610928;0,1438184;0,2156112;0,1212758;0,1043867;0,1451847;0,08827424;0,03109111;0,09577554;0,1558829;0,04370927;0,06500598;0,1588255;0,03874407;0,1561334;0,1091621;0,04374859;0,149679;0,1362375;0,05545701;0,1661059;0,1200391;0,0257;0,166578;0,1061566;0,0946682;0,1824238;0,1144707;0,05423866;0,172718;0,09438106;0,0683588;0,2747553;0,122749;0,0606;0,2273448;0,1210826;0,02973248;0,2612831;0,1447676;0,09805872;0,2214591;0,1684382;51,47344691
0,089459;0,1967751;0,2015118;0,07942174;0,1711622;0,1735457;0,06093835;0,1823781;0,1861838;0,05792303;0,06792496;0,0677481;0,08398786;0,1458034;0,1465581;0,1647903;0,1114274;0,1133902;0,07464138;0,123602;0,1243175;0,05117423;0,1600775;0,1072514;0,06411695;0,1965216;0,1598582;0,1429172;0,2132993;0,1198615;0,103056;0,1439303;0,08582485;0,03403246;0,09324282;0,1562208;0,04361863;0,06424216;0,1563883;0,04005386;0,1567846;0,1094239;0,04457838;0,1493699;0,1345843;0,05665788;0,1656322;0,1188778;0,0254;0,1653408;0,1048078;0,09344838;0,1787245;0,110981;0,05327764;0,170982;0,09358362;0,06667056;0,27147;0,1207476;0,0601;0,2238968;0,1206498;0,03137271;0,257425;0,1424825;0,09631269;0,2164152;0,1642027;50,49015926
0,09078121;0,1992819;0,2038641;0,08058818;0,1720283;0,1746662;0,06261444;0,1842507;0,1884995;0,05916845;0,06878569;0,06828117;0,08325858;0,1473663;0,1478984;0,1624468;0,1103607;0,1128724;0,07534859;0,1229907;0,1231523;0,05069317;0,1619259;0,1092985;0,06353883;0,1979368;0,1617725;0,1429188;0,2146725;0,1197663;0,1009452;0,144929;0,08543724;0,03323991;0,09228261;0,1578589;0,0423219;0,06489454;0,157764;0,03931209;0,159742;0,1099785;0,04168748;0,1519738;0,1364685;0,05528029;0,165663;0,1203423;0,0237;0,1664377;0,1058927;0,09107718;0,177527;0,1082346;0,05127978;0,1709736;0,09361181;0,06477156;0,2692313;0,1192526;0,0586;0,2218498;0,1193764;0,03052864;0,2561924;0,1423354;0,09578875;0,2149084;0,1619651;52,20543747
0,09152672;0,2013951;0,2078119;0,08099081;0,1736403;0,1750778;0,06236318;0,1871761;0,1903282;0,05869955;0,06760866;0,06860219;0,08457761;0,1496714;0,1501336;0,1598797;0,1095309;0,111431;0,07439226;0,1215386;0,1215646;0,05104781;0,1656593;0,1128819;0,06236742;0,2027278;0,1664147;0,1435837;0,2177203;0,121512;0,1005725;0,1490178;0,08741056;0,03257649;0,09457035;0,1602376;0,04301571;0,06703199;0,1624663;0,03905717;0,1631408;0,1118725;0,04077987;0,1570617;0,1409506;0,05411088;0,1685944;0,1237002;0,0232;0,1690184;0,1080408;0,08998635;0,1790757;0,1071695;0,05100752;0,1733106;0,09432189;0,06511594;0,2699175;0,117879;0,0587;0,2224969;0,1181751;0,02867085;0,2567703;0,1420173;0,09514318;0,2149124;0,1615631;49,06350293
0,09246635;0,2043569;0,2111669;0,08186501;0,17728;0,1774473;0,06096271;0,1902518;0,1934822;0,0579074;0,06898819;0,06979752;0,0851931;0,151323;0,1530402;0,1572685;0,1078183;0,1099964;0,07192625;0,11959;0,1199849;0,05295157;0,1698714;0,1152447;0,06253442;0,2062503;0,1706816;0,1461187;0,2223627;0,1222938;0,1022225;0,152604;0,08943323;0,0333638;0,09761987;0,1632105;0,04493706;0,06827554;0,1665019;0,03997284;0,1662054;0,1138491;0,04274642;0,1614575;0,1444427;0,05576248;0,1741767;0,1263735;0,0236;0,1718818;0,1088966;0,08890679;0,1781919;0,1067407;0,05170842;0,1759628;0,09480675;0,06542246;0,2712045;0,1176642;0,0591;0,2219743;0,1179362;0,02889202;0,2571203;0,1399433;0,09410378;0,2142668;0,1598223;44,39606082
